job_id,job_benefits
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Salary negotiable</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">100% salary during 2-month probation</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Full-salary insurance starting right from probation period</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">3 times bonus per year</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Health check once per year</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Health care insurance package</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Attractive training budget for each employee per year for personal training &amp; Premium Udemy Online Learning Account</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Oversea training opportunities</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Numerous internal activities: team bonding, team training,...</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Gifts for each employee on 30/4,1/5; 2/9....(in cash)</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Bonus for employee having Korean certificates or Software Test certificate</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">5 working days per week with flexible check-in</span></li>
</ul>, "
2033969,"Lương tháng 13, Thưởng lễ, tết, Xét nâng lương định kỳ hàng năm, Phúc lợi khác: sinh nhật, đám cưới, sinh con, ma chay, thăm hỏi khi ốm đau, quà tết,..., Bảo hiểm xã hội, Bảo hiểm y tế, Bảo hiểm thất nghiệp, Du lịch định kỳ hàng năm, "
2033970,"Lương tháng 13 và thưởng KPI. Xem xét tăng lương hàng năm., Môi trường làm việc thân thiện, năng động., Được tham gia bảo hiểm đầy đủ theo quy định của pháp luật & Khám sức khỏe định kỳ hàng năm., Được tham gia bảo hiểm FPTCare cho bản thân và gia đình., Được học hỏi, đào tạo và tham gia vào các dự án phần mềm lớn theo xu hướng công nghệ 4.0 trong lĩnh vực: Chính phủ, Y tế 4.0, SmartCity, Doanh nghiệp, Ngân hàng..., Tham gia các hoạt động văn hoá, sự kiện hấp dẫn của Công ty FPT IS và Tập đoàn FPT., Du lịch/nghỉ mát cùng công ty hàng năm., Thời gian làm việc từ thứ 2 - thứ 6 ( 8h00 -17h30)., 12 ngày phép, 03 ngày nghỉ mát/năm và các ngày nghỉ Lễ theo quy định, "
2033972,"Competitive salary, Health insurance & social insurance packages according to Labor law, Monthly Birthday, Christmas day, New Year Party, Yearly Company trip..., Annual leaves per year, Dedicated milestones & recognition with company growth & success, "
2033974,"<p>Mức lương thỏa thuận, kh&ocirc;ng giới hạn<br />Được hỗ trợ ăn trưa<br />Được đ&oacute;ng BHXH, BHYT, BHTN v&agrave; hưởng đầy đủ c&aacute;c quyền lợi theo Luật lao động Việt Nam<br />Một năm c&oacute; thể đạt 15 đến 20 th&aacute;ng lương<br />X&eacute;t tăng lương theo quy định của C&ocirc;ng ty<br />Du lịch h&agrave;ng năm<br />Được đ&agrave;o tạo v&agrave; l&agrave;m việc trong m&ocirc;i trường trẻ trung, chuy&ecirc;n nghiệp, c&oacute; cơ hội thăng tiến<br />Thời gian l&agrave;m việc: Từ thứ 2 đến thứ 6 (S&aacute;ng 8h00-11h30, Chiều 13h00-17h30)</p>, "
2033975,"<p>Mức lương thỏa thuận, kh&ocirc;ng giới hạn<br />Được hỗ trợ ăn trưa<br />Được đ&oacute;ng BHXH, BHYT, BHTN v&agrave; hưởng đầy đủ c&aacute;c quyền lợi theo Luật lao động Việt Nam<br />Một năm c&oacute; thể đạt 15 đến 20 th&aacute;ng lương<br />X&eacute;t tăng lương theo quy định của C&ocirc;ng ty<br />Du lịch h&agrave;ng năm<br />Được đ&agrave;o tạo v&agrave; l&agrave;m việc trong m&ocirc;i trường trẻ trung, chuy&ecirc;n nghiệp, c&oacute; cơ hội thăng tiến<br />Thời gian l&agrave;m việc: Từ thứ 2 đến thứ 6 (S&aacute;ng 8h00-11h30, Chiều 13h00-17h30)</p>, "
2033976,"Attractive salary (Review every 6 months), 13th-month salary, ..., Benefiting from birthday presents, seniority allowance, coverage of specialization courses fee or career certificate, Youthful working environment (95% are 9x). Opportunities to participate in clubs: football, running, game,..., Chance to participate in team-building, picnics, summer trip, voluntary activities,... regularly organized by BSS, Dynamic internal culture, at BSS we respect differences and focus on human development, 13.5 annual leave per year from the company, Work-life balance: 39 hours per week from Monday to Friday, "
2033978,"13th-month salary, Review salary once per year, Insurances such as Vietnamese labor law and premium health care, Meal and parking allowances are covered by the company, Exciting company outings/events and team-building activities, Open, friendly, professional working environment, values-driven, and agile culture., Attractive career path, we focus on your development., Sponsorship for training courses, and professional certificates, Work-life balance 40-hr per week from Mon to Fri., "
2033980,"<p>Competitive Salary<br />13th Month Salary &amp; Performance Bonus<br />Employee of the Year Award<br />In-house &amp; Overseas Training<br />Full reimbursement for international Technical Certification<br />Global career opportunity<br />Vacation Leave: 12 days per year<br />Medical Leave: 8 days per year<br />1 extra seniority day for every 3 years of service<br />Annual Routine Check-up<br />Premium healthcare insurance<br />Comprehensive Insurance<br />Annual company trip for team building<br />Soccer &amp; Badminton Club and Sports activities<br />Entertainment activities: Music band, Karaoke &amp; Play-station time<br />Celebrations special events: Birthdays, Christmas, New Year/Year-end Party.<br />Fruit days twice a month. Unlimited snacks &amp; beverages<br />Unlimited snacks &amp; beverages</p>, "
2033981,"<p>Tham gia những dự &aacute;n số h&oacute;a trọng điểm với vốn đầu tư l&ecirc;n tới 2000 tỉ đồng, ứng dụng những c&ocirc;ng nghệ mới nhất.<br />Mức lương th&aacute;ng t&ugrave;y khả năng c&ocirc;ng việc: $1000 - $3000. G&oacute;i thu nhập từ 15 đến 20 th&aacute;ng lương/năm k&egrave;m nhiều đ&atilde;i ngộ hấp dẫn (Esop, vay ưu đ&atilde;i, bảo hiểm sức khỏe cao cấp &hellip;, thưởng dự &aacute;n t&ugrave;y vị tr&iacute; c&ocirc;ng việc).<br />Được dẫn dắt bởi đội ngũ quản l&yacute; giỏi chuy&ecirc;n m&ocirc;n, đ&aacute;nh gi&aacute; c&ocirc;ng bằng. Cơ hội l&agrave;m việc trực tiếp với c&aacute;c đối t&aacute;c h&agrave;ng đầu thế giới (AWS; BCG; IBM; Temenos&hellip;).<br />Nhiều chương tr&igrave;nh đ&agrave;o tạo n&acirc;ng cao kỹ năng, năng lực chuy&ecirc;n m&ocirc;n. Được tham gia chương tr&igrave;nh L&atilde;nh đạo kế cận (Talent Pool) khi nhiều năm c&oacute; hiệu suất năm việc tốt.<br />L&agrave;m việc trong &ldquo;Ng&acirc;n h&agrave;ng Chuyển đổi số ti&ecirc;u biểu&rdquo; của năm 2021 do Hiệp hội Ng&acirc;n h&agrave;ng v&agrave; Tập đo&agrave;n dữ liệu quốc tế (IDG) vinh danh. Văn ph&ograve;ng l&agrave;m việc đẳng cấp theo m&ocirc; h&igrave;nh Agile ti&ecirc;n tiến. Cơ sở vật chất, c&ocirc;ng cụ lao động tốt, cấu h&igrave;nh mạnh mẽ.<br />Thời gian l&agrave;m việc: Từ thứ 2 đến thứ 6 (S&aacute;ng 8h00-12h00, Chiều 13h30-17h30)</p>, "
2033982,"<p>Tham gia những dự &aacute;n số h&oacute;a trọng điểm với vốn đầu tư l&ecirc;n tới 2000 tỉ đồng, ứng dụng những c&ocirc;ng nghệ mới nhất.<br />Mức lương th&aacute;ng t&ugrave;y khả năng c&ocirc;ng việc: $1000 - $3000. G&oacute;i thu nhập từ 15 đến 20 th&aacute;ng lương/năm k&egrave;m nhiều đ&atilde;i ngộ hấp dẫn (Esop, vay ưu đ&atilde;i, bảo hiểm sức khỏe cao cấp &hellip;, thưởng dự &aacute;n t&ugrave;y vị tr&iacute; c&ocirc;ng việc).<br />Được dẫn dắt bởi đội ngũ quản l&yacute; giỏi chuy&ecirc;n m&ocirc;n, đ&aacute;nh gi&aacute; c&ocirc;ng bằng. Cơ hội l&agrave;m việc trực tiếp với c&aacute;c đối t&aacute;c h&agrave;ng đầu thế giới (AWS; BCG; IBM; Temenos&hellip;).<br />Nhiều chương tr&igrave;nh đ&agrave;o tạo n&acirc;ng cao kỹ năng, năng lực chuy&ecirc;n m&ocirc;n. Được tham gia chương tr&igrave;nh L&atilde;nh đạo kế cận (Talent Pool) khi nhiều năm c&oacute; hiệu suất năm việc tốt.<br />L&agrave;m việc trong &ldquo;Ng&acirc;n h&agrave;ng Chuyển đổi số ti&ecirc;u biểu&rdquo; của năm 2021 do Hiệp hội Ng&acirc;n h&agrave;ng v&agrave; Tập đo&agrave;n dữ liệu quốc tế (IDG) vinh danh. Văn ph&ograve;ng l&agrave;m việc đẳng cấp theo m&ocirc; h&igrave;nh Agile ti&ecirc;n tiến. Cơ sở vật chất, c&ocirc;ng cụ lao động tốt, cấu h&igrave;nh mạnh mẽ.<br />Thời gian l&agrave;m việc: Từ thứ 2 đến thứ 6 (S&aacute;ng 8h00-12h00, Chiều 13h30-17h30)</p>, "
2033983,"<p>Tham gia những dự &aacute;n số h&oacute;a trọng điểm với vốn đầu tư l&ecirc;n tới 2000 tỉ đồng, ứng dụng những c&ocirc;ng nghệ mới nhất.<br />Mức lương th&aacute;ng t&ugrave;y khả năng c&ocirc;ng việc: $1000 - $3000. G&oacute;i thu nhập từ 15 đến 20 th&aacute;ng lương/năm k&egrave;m nhiều đ&atilde;i ngộ hấp dẫn (Esop, vay ưu đ&atilde;i, bảo hiểm sức khỏe cao cấp &hellip;, thưởng dự &aacute;n t&ugrave;y vị tr&iacute; c&ocirc;ng việc).<br />Được dẫn dắt bởi đội ngũ quản l&yacute; giỏi chuy&ecirc;n m&ocirc;n, đ&aacute;nh gi&aacute; c&ocirc;ng bằng. Cơ hội l&agrave;m việc trực tiếp với c&aacute;c đối t&aacute;c h&agrave;ng đầu thế giới (AWS; BCG; IBM; Temenos&hellip;).<br />Nhiều chương tr&igrave;nh đ&agrave;o tạo n&acirc;ng cao kỹ năng, năng lực chuy&ecirc;n m&ocirc;n. Được tham gia chương tr&igrave;nh L&atilde;nh đạo kế cận (Talent Pool) khi nhiều năm c&oacute; hiệu suất năm việc tốt.<br />L&agrave;m việc trong &ldquo;Ng&acirc;n h&agrave;ng Chuyển đổi số ti&ecirc;u biểu&rdquo; của năm 2021 do Hiệp hội Ng&acirc;n h&agrave;ng v&agrave; Tập đo&agrave;n dữ liệu quốc tế (IDG) vinh danh. Văn ph&ograve;ng l&agrave;m việc đẳng cấp theo m&ocirc; h&igrave;nh Agile ti&ecirc;n tiến. Cơ sở vật chất, c&ocirc;ng cụ lao động tốt, cấu h&igrave;nh mạnh mẽ.<br />Thời gian l&agrave;m việc: Từ thứ 2 đến thứ 6 (S&aacute;ng 8h00-12h00, Chiều 13h30-17h30)</p>, "
2033984,"<p>Tham gia những dự &aacute;n số h&oacute;a trọng điểm với vốn đầu tư l&ecirc;n tới 2000 tỉ đồng, ứng dụng những c&ocirc;ng nghệ mới nhất.<br />Mức lương th&aacute;ng t&ugrave;y khả năng c&ocirc;ng việc: $1000 - $3000. G&oacute;i thu nhập từ 15 đến 20 th&aacute;ng lương/năm k&egrave;m nhiều đ&atilde;i ngộ hấp dẫn (Esop, vay ưu đ&atilde;i, bảo hiểm sức khỏe cao cấp &hellip;, thưởng dự &aacute;n t&ugrave;y vị tr&iacute; c&ocirc;ng việc).<br />Được dẫn dắt bởi đội ngũ quản l&yacute; giỏi chuy&ecirc;n m&ocirc;n, đ&aacute;nh gi&aacute; c&ocirc;ng bằng. Cơ hội l&agrave;m việc trực tiếp với c&aacute;c đối t&aacute;c h&agrave;ng đầu thế giới (AWS; BCG; IBM; Temenos&hellip;).<br />Nhiều chương tr&igrave;nh đ&agrave;o tạo n&acirc;ng cao kỹ năng, năng lực chuy&ecirc;n m&ocirc;n. Được tham gia chương tr&igrave;nh L&atilde;nh đạo kế cận (Talent Pool) khi nhiều năm c&oacute; hiệu suất năm việc tốt.<br />L&agrave;m việc trong &ldquo;Ng&acirc;n h&agrave;ng Chuyển đổi số ti&ecirc;u biểu&rdquo; của năm 2021 do Hiệp hội Ng&acirc;n h&agrave;ng v&agrave; Tập đo&agrave;n dữ liệu quốc tế (IDG) vinh danh. Văn ph&ograve;ng l&agrave;m việc đẳng cấp theo m&ocirc; h&igrave;nh Agile ti&ecirc;n tiến. Cơ sở vật chất, c&ocirc;ng cụ lao động tốt, cấu h&igrave;nh mạnh mẽ.<br />Thời gian l&agrave;m việc: Từ thứ 2 đến thứ 6 (S&aacute;ng 8h00-12h00, Chiều 13h30-17h30)</p>, "
2033985,"Mức lương hấp dẫn, Thử việc 2 tháng hưởng 100% lương., Đóng BHXH, BHYT, BHTN đầy đủ theo luật, Thưởng cuối năm: Review tăng lương, Review thưởng dự án, Thưởng team, Cơ hội Company trip bên công ty Mẹ tại Mĩ, Cơ hội thăng tiến cao, Cơ hội làm việc trong môi trường Global với Product lớn, Thời gian làm việc: Từ thứ 2 tới Thứ 6  (Sáng 9h-12h; Chiều 13h-18h)., Team building: 1 năm 2-3 lần (tùy vào tình hình kinh doanh thực tế của công ty)., "
2033986,"Tet Bonus & Performance bonus., Meal allowance, free parking., Accidental and health-care insurance, annual heath check up, flu vaccination., We provide opportunities to learn and grow through different types of training, Talent Development, Succession planning as well as promotions or transfers., Company trip., Happy Hour. Team building. Sport activities: Football, Badminton., Year-end party. Mid-autumn festival. Annual sports tournament., 5 working days per week (off Saturday & Sunday)., Extra info: In case of emergency (COVID-19), our company will flexible support candidates for online interview also WFH, "
2033987,"No overtime, fun team, a company who cares about people, Working time: Monday to Friday 8am to 5pm, "
2033988,"<p>5-day workweek with weekends off<br />Dynamic, professional environment with career growth opportunities<br />Social, medical, and unemployment insurance based on actual salary<br />Performance and salary review twice a year<br />Quarterly bonus opportunities based on performance<br />Potential for international onsite assignments<br />Regular team-building events and internal activities (weekly happy hour, quarterly team building events, Lunar New Year parties, etc.)</p>, "
2033989,"<p>5-day workweek with weekends off<br />Dynamic, professional environment with career growth opportunities<br />Social, medical, and unemployment insurance based on actual salary<br />Performance and salary review twice a year<br />Quarterly bonus opportunities based on performance<br />Potential for international onsite assignments<br />Regular team-building events and internal activities (weekly happy hour, quarterly team building events, Lunar New Year parties, etc.)</p>, "
2033990,"<p>5-day workweek with weekends off<br />Dynamic, professional environment with career growth opportunities<br />Social, medical, and unemployment insurance based on actual salary<br />Performance and salary review twice a year<br />Quarterly bonus opportunities based on performance<br />Potential for international onsite assignments<br />Regular team-building events and internal activities (weekly happy hour, quarterly team building events, Lunar New Year parties, etc.)</p>, "
2033991,"BHXH đóng 100% theo lương., Thưởng hiệu suất hấp dẫn lên đến 3 tháng lương/năm cùng nhiều khoản thưởng hấp dẫn khác (thưởng nhân viên xuất sắc, thưởng Quý, thưởng Dự Án, thưởng nóng, thưởng Lễ, Tết, thưởng Performance...)., Review lương 2 lần/năm, chế độ nâng lương linh hoạt theo vị trí và hiệu suất công việc., Cơ hội tiếp cận và tìm hiểu về các công nghệ, kiến thức mới và làm việc cùng các chuyên gia nhiều kinh nghiệm trong mảng AI., Môi trường trẻ trung năng động, đồng nghiệp thân thiện;, Khu vực Pantry tiện nghi với tủ lạnh, lò vi sóng, máy pha cafe, cafe miễn phí,..., Du lịch và teambuilding hàng năm., Tiệc sinh nhật CBNV hàng quý, Hoạt động mừng ngày thành lập công ty và các ngày lễ, tết: ngày Quốc Tế Phụ Nữ 8/3, ngày Phụ Nữ Việt Nam 20/10, ngày Lễ Giáng Sinh, Tết Dương Lịch, Tết Trung Thu, Tết Thiếu Nhi 1/6…, Giải bóng đá, giải đấu game và hoạt động tình nguyện thường niên, Thời gian làm việc: Từ thứ 2 đến thứ 6 (Sáng 8h30-12h00, Chiều 13h30-18h), "
2033992,"Lương tháng thứ 13, thưởng các dịp lễ Tết, thưởng định kỳ, Làm việc trong môi trường năng động, chuyên nghiệp có nhiều cơ hội thăng tiến, Được đóng BHXH, BHYT, BHTN, Tham gia các hoạt động liên hoan, sự kiện, teambuilding công ty tổ chức, du lịch hàng năm theo quy định, Nghỉ phép, lễ tết theo quy định của Nhà nước, Được hưởng các chính sách phúc lợi theo quy định của công ty, "
2033993,"<p>Lương, thưởng cạnh tranh, hấp dẫn<br />Ch&iacute;nh s&aacute;ch review lương 1-2 lần/năm<br />Được hưởng đầy đủ c&aacute;c chế độ ph&uacute;c lợi: đ&oacute;ng BHXH, BHYT, BHTN,..<br />Được hỗ trợ ăn ca, thưởng lễ tết, xe bus đưa đ&oacute;n CBNV miễn ph&iacute;<br />Kh&aacute;m sức khỏe định kỳ, team building hằng năm<br />Được hưởng ưu đ&atilde;i khi sử dụng c&aacute;c dịch vụ cao cấp thuộc tập đo&agrave;n Vingroup (nghỉ dưỡng Vinpearl, Vinfast, VinMec, Vinschool,&hellip; )<br />M&ocirc;i trường l&agrave;m việc trong m&ocirc;i trường chuy&ecirc;n nghiệp, c&ocirc;ng bằng, văn minh<br />Thứ 2 - Thứ 6: 8h30 &ndash; 17h30. Mỗi th&aacute;ng l&agrave;m việc 2 ng&agrave;y thứ 7, lu&acirc;n phi&ecirc;n một tuần l&agrave;m &amp; một tuần nghỉ</p>, "
2033994,"<p>Lương, thưởng cạnh tranh, hấp dẫn<br />Ch&iacute;nh s&aacute;ch review lương 1-2 lần/năm<br />Được hưởng đầy đủ c&aacute;c chế độ ph&uacute;c lợi: đ&oacute;ng BHXH, BHYT, BHTN,..<br />Được hỗ trợ ăn ca, thưởng lễ tết, xe bus đưa đ&oacute;n CBNV miễn ph&iacute;<br />Kh&aacute;m sức khỏe định kỳ, team building hằng năm<br />Được hưởng ưu đ&atilde;i khi sử dụng c&aacute;c dịch vụ cao cấp thuộc tập đo&agrave;n Vingroup (nghỉ dưỡng Vinpearl, Vinfast, VinMec, Vinschool,&hellip; )<br />M&ocirc;i trường l&agrave;m việc trong m&ocirc;i trường chuy&ecirc;n nghiệp, c&ocirc;ng bằng, văn minh<br />Thứ 2 - Thứ 6: 8h30 &ndash; 17h30. Mỗi th&aacute;ng l&agrave;m việc 2 ng&agrave;y thứ 7, lu&acirc;n phi&ecirc;n một tuần l&agrave;m &amp; một tuần nghỉ</p>, "
2033995,"Well trained and dedicated to being able to catch the pace smoothly., Attracted salary based on the ability, Salary review every 6 months based on the work performance, 13th-month salary and bonus for holidays, PVI Healthcare Insurance, Full social benefits in accordance with company policy and Vietnamese Law, Company trip once a year, Team building once a month, Great opportunity to improve English, Opportunity to learn Logistics and professional management system of project development process, "
2033996,"Thu nhập theo năng lực, Quyền lợi tham gia bảo hiểm sức khỏe, Không gian làm việc mở, trang thiết bị hiện đại, Chế độ ăn trưa, Môi trường làm việc năng động, thân thiện, Thời gian làm việc: Thứ 2 đến thứ 6 (09:00 - 18:00), "
2033997,"Thời gian làm việc từ thứ 2 - thứ 6, thời gian làm việc linh động., Team building , du lịch cùng công ty hằng năm., Trang bị máy tính mạnh, trang thiết bị đầy đủ để làm việc hiệu quả., Lương tháng 13 + Lương phép tồn trong năm + Lương OT đầy đủ + Xét điều chỉnh lương hàng năm., Bữa sáng, bữa trưa tại Công ty + Bánh, trái cây, các loại đồ uống có sẵn không giới hạn + Phòng nghỉ cho nhân viên., 18 ngày phép /năm., Môi trường cởi mở + quy trình rõ ràng + hoạt động giải trí bổ ích sau giờ làm như game, bóng đá, cầu lông,  âm nhạc, e-sport..., "
2033998,"13th month salary and bonus, Annual performance evaluation, salary increase, Participating in social insurance with a full salary, Team building - Company trip, Multinational, young and dynamic working environment. always share and help you in the working process, And some other policies: coffee run, wedding, maternity, 12 days annual leave, 05 days sick leave, 03 days charity, Provide modern equipment and personal laptop to work; support for getting certification, time for personal improvement, Every week at noon on Friday, there will be a happy lunch together, Health insurance, Hybrid working time, "
2033999,"Review lương hàng năm và hưởng tháng lương 13. Nhận bonus theo thâm niên. Ngoài ra, nhân viên còn nhận thưởng theo doanh số quý và thưởng nhân viên xuất sắc/năm. Hàng năm được xét tăng chức và có chính sách lương theo từng vị trí., Cơ hội học tập, công tác dài hạn tại Nhật., Được hỗ trợ lệ phí thi và nhận bonus khi đạt được chứng chỉ Salesforce., Mức lương cạnh tranh và có thêm phụ cấp ăn uống xăng xe. Nhận phụ cấp trách nhiệm hàng tháng khi đảm nhận các vị trí cao., Cơ hội học thêm tiếng Nhật, được hỗ trợ chi phí thi và nhận bonus khi đạt chứng chỉ tiếng Nhật., Làm việc trong môi trường trẻ, năng động. Cơ hội phát triển nghề nghiệp ổn định lâu dài., Tham gia các hoạt động thể thao, các chương trình teambuilding do công ty tổ chức thường xuyên và những chuyến du lịch hàng năm., Thời gian làm việc từ thứ 2 -thứ 6 ( 8h - 17h)., Hình thức phỏng vấn online, "
2034000,"Unlimited bonus fund, Review performance every year or whenever you achieve outstanding achievement, Month 13th salary, Insurance (PVI insurance extra), annual days off, …, Be provided with the necessary equipment to work likes Macbook Pro or anything you need more, Coffee and snack, Many cultural activities for you to enjoy: Birthday party, Welcome party, Team building events or monthly company party, Company trip, Free in-house entertainment facilities (football, table-football, boxing…), Manager is super comfortable and cares about employees, no need to find a way to balance work and life, "
2034001,"<ul>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Salary negotiable</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">100% salary during 2-month probation</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Full-salary insurance starting right from probation period</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">3 times bonus per year</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Health check once per year</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Health care insurance package</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Attractive training budget for each employee per year for personal training &amp; Premium Udemy Online Learning Account</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Oversea training opportunities</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Numerous internal activities: team bonding, team training,...</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Gifts for each employee on 30/4,1/5; 2/9....(in cash)</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Bonus for employee having Korean certificates or Software Test certificate</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">5 working days per week with flexible check-in</span></li>
</ul>, "
2034002,"Bonus: 13th-14th month salary & Performance bonus., Health and Social insurance., Annual Health Checkup, Team building, Event, Company trip., Time working: from Monday to Friday., "
2034004,"13th-month salary, Review salary once per year, Insurances such as Vietnamese labor law and premium health care, Meal and parking allowances are covered by the company, Exciting company outings/events and team-building activities, Open, friendly, professional working environment, values-driven, and agile culture., Attractive career path, we focus on your development., Sponsorship for training courses, and professional certificates, Work-life balance 40-hr per week from Mon to Fri., "
2034005,"Được Đào tạo & làm việc cùng chuyên gia nước ngoài; mở rộng phạm vi công việc qua các Dự án số hóa; trực tiếp tác nghiệp, tham mưu cùng Ban Lãnh đạo Ngân hàng., Đảm bảo mức thu nhập cạnh tranh trên thị trường lao động., Lộ trình thăng tiến/phát triển nghề nghiệp rõ ràng, quy hoạch trở thành Cán bộ quản lý từ sau 2 năm., Cơ chế phúc lợi hấp dẫn, bao gồm: các khoản vay ưu đãi dành cho CBNV, lương thưởng cuối năm theo kết quả hoạt động kinh doanh của cá nhân & tập thể, Chế độ nghỉ mát, Bảo hiểm, khám sức khỏe định kỳ hàng năm…vv, Thứ hai - Thứ sáu (tùy theo dự án, sự phân công của BLĐ), "
2034006,"Được Đào tạo & làm việc cùng chuyên gia nước ngoài; mở rộng phạm vi công việc qua các Dự án số hóa; trực tiếp tác nghiệp, tham mưu cùng Ban Lãnh đạo Ngân hàng., Đảm bảo mức thu nhập cạnh tranh trên thị trường lao động., Lộ trình thăng tiến/phát triển nghề nghiệp rõ ràng, quy hoạch trở thành Cán bộ quản lý từ sau 2 năm., Cơ chế phúc lợi hấp dẫn, bao gồm: các khoản vay ưu đãi dành cho CBNV, lương thưởng cuối năm theo kết quả hoạt động kinh doanh của cá nhân & tập thể, Chế độ nghỉ mát, Bảo hiểm, khám sức khỏe định kỳ hàng năm…vv, Thứ hai - Thứ sáu (tùy theo dự án, sự phân công của BLĐ), "
2034009,"Bảo hiểm theo quy định, Team building/ Du lịch nước ngoài, Đồng phục, Thưởng, Chăm sóc sức khỏe, Tăng lương định kỳ, Đồng nghiệp: Làm việc trong môi trường năng động, có cơ hội thể hiện năng lực và học hỏi kinh nghiệm..., Sau khi ký Hợp đồng lao động sẽ được đóng bảo hiểm xã hội theo qui định, hưởng các chế độ phúc lợi của Công ty như đồng phục, nghỉ mát, thưởng các dịp lễ tết, Làm việc Từ thứ 2 đến thứ 6 (Sáng 8h00-12h00, Chiều 13h30-17h), thứ 7 (8h00-12g00), "
2034012,"<ul>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">M&ocirc;i trường l&agrave;m việc chuy&ecirc;n nghiệp, ổn định v&agrave; th&acirc;n thiện.</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Cơ hội thăng tiến cao v&agrave; cơ hội ph&aacute;t triển nghề nghiệp d&agrave;nh cho những c&aacute; nh&acirc;n c&oacute; năng lực</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Bảo hiểm bắt buộc v&agrave; chế độ tăng ca t&iacute;nh tr&ecirc;n tổng lương theo hợp đồng lao động</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Nghỉ nh&acirc;n dịp th&agrave;nh lập c&ocirc;ng ty b&ecirc;n cạnh c&aacute;c ng&agrave;y nghỉ Lễ Tết theo luật định.</span></li>
<li style="text-align: justify;"><span style="font-family: Roboto, Helvetica, Verdana, Arial, sans-serif; font-size: 15px;">Thời gian l&agrave;m việc: 8:00 - 17:00 (Thứ Hai - Thứ S&aacute;u), nghỉ Thứ Bảy v&agrave; Chủ Nhật</span></li>
