job_id,is_negotiable,unit,min_salary,max_salary,currency,min_estimate,max_estimate,currency_estimate
2033516,0,MONTH,50000000,70000000,VND,0,0,VND
2033379,1,MONTH,0,0,VND,0,0,VND
2033502,1,MONTH,0,0,VND,0,0,VND
2033504,0,MONTH,0,30000000,VND,0,0,VND
2033439,0,MONTH,700,1000,USD,0,0,VND
2033503,1,MONTH,0,0,VND,0,0,VND
2033453,1,MONTH,0,0,VND,0,0,VND
2033301,1,MONTH,0,0,VND,0,0,VND
2033369,1,MONTH,0,0,VND,0,0,VND
2033366,1,MONTH,0,0,VND,0,0,VND
2033368,1,MONTH,0,0,VND,0,0,VND
2033367,1,MONTH,0,0,VND,0,0,VND
2033457,0,MONTH,6000000,9000000,VND,0,0,VND
2033462,1,MONTH,0,0,VND,3000000,0,VND
2033458,1,MONTH,0,0,VND,0,0,VND
2033169,1,MONTH,0,0,VND,0,0,VND
2033498,0,MONTH,5000000,8000000,VND,0,0,VND
2033278,0,MONTH,20000000,50000000,VND,0,0,VND
2033283,1,MONTH,0,0,VND,0,0,VND
2033407,0,MONTH,2000,3000,USD,0,0,VND
2033405,0,MONTH,1000,0,USD,0,0,VND
2033409,1,MONTH,0,0,VND,0,0,VND
2033397,0,MONTH,10000000,50000000,VND,0,0,VND
2033412,1,MONTH,0,0,VND,20000000,45000000,VND
2033411,1,MONTH,0,0,VND,20000000,40000000,VND
2033403,1,MONTH,0,0,VND,0,0,VND
2033446,0,MONTH,10000000,20000000,VND,0,0,VND
2033444,0,MONTH,8000000,10000000,VND,0,0,VND
2033596,0,MONTH,0,2000,USD,0,0,VND
2033511,1,MONTH,0,0,VND,0,0,VND
2033394,1,MONTH,0,0,VND,0,0,VND
2033401,1,MONTH,0,0,VND,0,0,VND
2033421,0,MONTH,0,30000000,VND,0,0,VND
2033422,0,MONTH,10000000,20000000,VND,0,0,VND
2033400,1,MONTH,0,0,VND,0,0,VND
2033388,1,MONTH,0,0,USD,0,0,VND
2033678,0,MONTH,700,1000,USD,0,0,VND
2033327,1,MONTH,0,0,VND,0,0,VND
2033328,0,MONTH,0,0,VND,0,0,VND
2033479,1,MONTH,0,0,VND,0,0,VND
2033499,1,MONTH,0,0,VND,0,0,VND
2033460,0,MONTH,0,0,VND,0,0,VND
2033483,1,MONTH,0,0,VND,0,0,VND
2033478,1,MONTH,0,0,VND,0,0,USD
2033496,0,MONTH,10000000,30000000,VND,0,0,VND
2033500,0,MONTH,3000,4000,USD,0,0,VND
2033482,1,MONTH,0,0,VND,0,0,VND
2033484,1,MONTH,0,0,VND,0,0,VND
2033331,0,MONTH,1000,2000,USD,0,0,VND
2033611,1,MONTH,0,0,VND,0,0,VND
2033614,0,MONTH,0,2000,USD,0,0,VND
2033565,1,MONTH,0,0,VND,0,0,VND
2033610,0,MONTH,0,0,VND,0,0,VND
2033563,1,MONTH,0,0,VND,0,0,VND
2033613,1,MONTH,0,0,USD,0,0,VND
2033572,1,MONTH,0,0,VND,0,0,VND
2033567,1,MONTH,0,0,VND,0,0,VND
2033607,0,MONTH,1000,2000,USD,0,0,VND
2033562,1,MONTH,0,0,VND,0,0,VND
2033501,0,MONTH,20000000,30000000,VND,0,0,VND
2033604,0,MONTH,8000000,10000000,VND,0,0,VND
2033616,1,MONTH,0,0,VND,0,0,VND
2033617,0,MONTH,9000000,10000000,VND,0,0,VND
2033618,1,MONTH,0,0,VND,0,0,VND
2033615,0,MONTH,10000000,20000000,VND,0,0,VND
2033612,1,MONTH,0,0,USD,0,0,VND
2033189,1,MONTH,0,0,USD,0,0,VND
2033489,1,MONTH,0,0,VND,0,0,VND
2033433,1,MONTH,0,0,VND,0,0,VND
2033447,0,MONTH,0,0,VND,0,0,VND
2033432,1,MONTH,0,0,VND,0,0,VND
2033431,1,MONTH,0,0,VND,0,0,VND
2033430,1,MONTH,0,0,VND,15000000,24000000,VND
2033490,1,MONTH,0,0,VND,0,0,VND
2033449,1,MONTH,0,0,VND,0,0,VND
2033448,1,MONTH,0,0,VND,0,0,VND
2033491,1,MONTH,0,0,VND,0,0,VND
2033435,1,MONTH,0,0,VND,0,0,VND
2033603,1,MONTH,0,0,VND,0,0,VND
2033494,1,MONTH,0,0,VND,0,0,VND
2033493,1,MONTH,0,0,VND,0,0,VND
2033601,1,MONTH,0,0,VND,0,0,VND
2033605,1,MONTH,0,0,VND,0,0,VND
2033495,0,MONTH,0,0,VND,0,0,VND
2033600,1,MONTH,0,0,VND,0,0,VND
2033492,1,MONTH,0,0,VND,0,0,VND
2033598,0,MONTH,20000000,40000000,VND,0,0,VND
2033602,0,MONTH,0,0,VND,0,0,VND
2033599,0,MONTH,20000000,30000000,VND,0,0,VND
2033606,1,MONTH,0,0,VND,0,0,VND
2033609,1,MONTH,0,0,VND,0,0,VND
2033265,0,MONTH,0,1000,USD,0,0,VND
2033423,0,MONTH,1000,3000,USD,0,0,VND
2033528,1,MONTH,0,0,USD,0,0,VND
2033529,1,MONTH,0,0,USD,0,0,VND
2033266,1,MONTH,0,0,VND,0,0,VND
2033523,0,MONTH,0,30000000,VND,0,0,VND
2033525,1,MONTH,0,0,VND,0,0,VND
2033527,1,MONTH,0,0,USD,0,0,VND
2033585,0,MONTH,0,2000,USD,0,0,VND
2033592,0,MONTH,1000,1000,USD,0,0,USD
2033586,0,MONTH,0,2000,USD,0,0,VND
2033589,0,MONTH,1000,2000,USD,0,0,VND
2033587,1,MONTH,0,0,USD,1500,2000,VND
2033531,0,MONTH,1000,2000,USD,0,0,VND
2033591,0,MONTH,2000,2000,USD,0,0,USD
2033532,0,MONTH,1000,2000,USD,0,0,VND
2033590,0,MONTH,0,0,VND,0,0,VND
2033530,1,MONTH,0,0,USD,0,0,VND
2033588,0,MONTH,0,1000,USD,0,0,VND
2033594,0,MONTH,10000000,10000000,VND,0,0,VND
2033593,1,MONTH,0,0,VND,0,0,VND
2033597,1,MONTH,0,0,VND,0,0,VND
2033626,1,MONTH,0,0,VND,0,0,VND
2033656,0,MONTH,0,1000,USD,0,0,USD
2033677,0,MONTH,3000000,5000000,VND,0,0,VND
2033676,1,MONTH,0,0,VND,0,0,VND
2033675,1,MONTH,0,0,VND,0,0,VND
2033670,1,MONTH,0,0,USD,500,700,VND
2033672,1,MONTH,0,0,USD,0,0,VND
2033674,0,MONTH,10000000,20000000,VND,0,0,VND
2033673,0,MONTH,10000000,0,VND,0,0,VND
2033671,1,MONTH,0,0,VND,0,0,VND
2033669,0,MONTH,0,0,VND,0,0,VND
2033378,1,MONTH,0,0,USD,0,0,VND
2033239,1,MONTH,0,0,VND,0,0,VND
2033241,0,MONTH,30000000,60000000,VND,0,0,VND
2033232,1,MONTH,0,0,VND,0,0,VND
2033242,0,MONTH,10000000,30000000,VND,0,0,VND
2033341,1,MONTH,0,0,VND,20000000,30000000,VND
2033340,1,MONTH,0,0,VND,20000000,30000000,VND
2033338,0,MONTH,0,50000000,VND,0,0,VND
2033230,1,MONTH,0,0,VND,0,0,VND
2033353,1,MONTH,0,0,VND,0,0,VND
2033536,1,MONTH,0,0,VND,0,0,VND
2033507,1,MONTH,0,0,VND,0,0,VND
2033551,1,MONTH,0,0,USD,0,0,VND
2033556,0,MONTH,0,30000000,VND,0,0,VND
2033512,1,MONTH,0,0,VND,15000000,30000000,VND
2033555,0,MONTH,20000000,30000000,VND,0,0,VND
2033413,0,MONTH,0,20000000,VND,0,0,VND
2033558,0,MONTH,10000000,30000000,VND,0,0,VND
2033487,1,MONTH,0,0,VND,0,0,VND
2033557,0,MONTH,10000000,30000000,VND,0,0,VND
2033488,1,MONTH,0,0,VND,0,0,VND
2033569,1,MONTH,0,0,VND,0,0,VND
2033561,1,MONTH,0,0,VND,0,0,VND
2033573,1,MONTH,0,0,VND,0,0,VND
2033570,0,MONTH,0,20000000,VND,0,0,VND
2033560,0,MONTH,0,0,VND,0,0,VND
2033566,1,MONTH,0,0,VND,0,0,VND
2033576,0,MONTH,0,40000000,VND,0,0,VND
2033559,0,MONTH,0,1000,USD,0,0,VND
2033571,0,MONTH,0,20000000,VND,0,0,VND
2033564,1,MONTH,0,0,VND,0,0,VND
2033568,1,MONTH,0,0,VND,0,0,VND
2033583,1,MONTH,0,0,VND,0,0,VND
2033582,1,MONTH,0,0,VND,0,0,VND
2033584,1,MONTH,0,0,VND,0,0,VND
2033581,1,MONTH,0,0,VND,0,0,VND
2033666,1,MONTH,0,0,VND,0,0,VND
2033667,1,MONTH,0,0,VND,0,0,VND
2033665,0,MONTH,50000000,60000000,VND,0,0,VND
2033654,0,MONTH,30000000,30000000,VND,0,0,VND
2033664,0,MONTH,1000,1000,USD,0,0,VND
2033663,1,MONTH,0,0,VND,0,0,VND
2033659,1,MONTH,0,0,VND,0,0,VND
2033653,1,MONTH,0,0,VND,0,0,VND
2033658,1,MONTH,0,0,VND,0,0,VND
2033657,1,MONTH,0,0,USD,0,0,USD
2033655,1,MONTH,0,0,VND,0,0,VND
2033344,1,MONTH,0,0,VND,0,0,VND
2033466,0,MONTH,0,20000000,VND,0,0,VND
2033485,0,MONTH,0,3000,USD,0,0,VND
2033475,1,MONTH,0,0,VND,0,0,VND
2033472,0,MONTH,40000000,60000000,VND,0,0,VND
2033471,0,MONTH,10000000,30000000,VND,0,0,VND
2033473,0,MONTH,0,0,VND,0,0,VND
2033477,1,MONTH,0,0,VND,0,0,VND
2033469,1,MONTH,0,0,VND,0,0,VND
2033474,1,MONTH,0,0,VND,0,0,VND
2033476,0,MONTH,600,3000,USD,0,0,VND
2033470,1,MONTH,0,0,USD,0,0,VND
2033481,0,MONTH,10000000,20000000,VND,0,0,VND
2033540,0,MONTH,0,1000,USD,0,0,VND
2033505,0,MONTH,0,2000,USD,0,0,VND
2033545,1,MONTH,0,0,VND,0,0,VND
2033542,0,MONTH,1000,3000,USD,0,0,VND
2033537,1,MONTH,0,0,VND,0,0,VND
2033549,1,MONTH,0,0,VND,0,0,VND
2033539,1,MONTH,0,0,VND,0,0,VND
2033541,1,MONTH,0,0,VND,0,0,VND
2033535,0,MONTH,0,0,VND,0,0,VND
